Number Of Vehicles Stopped - Horizontal,Total Waiting Time - Horizontal,Carbon Emissions Released - Horizontal,Carbon Emissions Released Squared - Horizontal,Carbon Emissions Released Cubed - Horizontal,Number of Vehicles Predicted at Traffic Light - Horizontal,Number of Cars - Horizontal,Number of Buses - Horizontal,Number of Trucks - Horizontal,Number of Motorcycles - Horizontal,Number of Bicycles - Horizontal,Number Of Vehicles Stopped - Vertical,Total Waiting Time - Vertical,Carbon Emissions Released - Vertical,Carbon Emissions Released Squared - Vertical,Carbon Emissions Released Cubed - Vertical,Number of Vehicles Predicted at Traffic Light - Vertical,Number of Cars - Vertical,Number of Buses - Vertical,Number of Trucks - Vertical,Number of Motorcycles - Vertical,Number of Bicycles - Vertical,Time Since Signal Change
1.67625,20.56875,15947.600470534982,521536794.2006106,21697045845472.176,1.301875,2.41875,0.83125,1.053125,0.315625,0.243125,1.43,20.62875,12623.377978745775,342878700.7680722,11249130411393.844,1.269375,2.135,0.513125,0.870625,0.23875,0.2575,29.20875
3.10523146907728,43.092788157439855,16351.695467082553,901038986.1639541,59463815606486.53,1.9295267308988708,2.2807124913977566,1.0342591527256955,1.225251406857488,0.5488115393202451,0.4573247758367366,2.8513472891515854,46.41966355075296,13551.52414132388,545035941.617034,24450807346073.43,1.8524191668885746,2.329735455380618,0.74341990496417,1.249945433455651,0.5344875916389547,0.516100983471949,26.434294124842335
